pruid,prename,prfname,week_end,product_name,numtotal_atleast1dose,numtotal_partially,numtotal_fully,prop_atleast1dose,prop_partially,prop_fully,,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_partially,propweekdelta_fully
24,Quebec,Québec,2021-03-13,Moderna,126953,126953,,1.48,1.48,,,,,,
24,Quebec,Québec,2021-03-13,Not reported,0,0,,0.00,0.00,,,,,,
24,Quebec,Québec,2021-03-13,Pfizer-BioNTech,564991,564991,,6.59,6.59,,,,,,
24,Quebec,Québec,2021-03-13,Unknown,106,106,,0.00,0.00,,,,,,
35,Ontario,Ontario,2021-03-13,COVISHIELD,28300,28300,0,0.19,0.19,0.00,,,,,
35,Ontario,Ontario,2021-03-13,Moderna,105681,34645,71036,0.72,0.24,0.48,,,,,
35,Ontario,Ontario,2021-03-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-03-13,Pfizer-BioNTech,740956,526325,214631,5.03,3.57,1.46,,,,,
35,Ontario,Ontario,2021-03-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-03-13,COVISHIELD,194,194,0,0.01,0.01,0.00,,,,,
46,Manitoba,Manitoba,2021-03-13,Moderna,13584,5333,8251,0.98,0.39,0.60,,,,,
46,Manitoba,Manitoba,2021-03-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-03-13,Pfizer-BioNTech,58504,33624,24880,4.24,2.44,1.80,,,,,
46,Manitoba,Manitoba,2021-03-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-03-13,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-03-13,Moderna,12278,3785,8493,1.04,0.32,0.72,,,,,
47,Saskatchewan,Saskatchewan,2021-03-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-03-13,Pfizer-BioNTech,57350,37487,19863,4.87,3.18,1.69,,,,,
47,Saskatchewan,Saskatchewan,2021-03-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-03-13,COVISHIELD,25427,25427,0,0.58,0.58,0.00,,,,,
48,Alberta,Alberta,2021-03-13,Moderna,30882,8866,22016,0.70,0.20,0.50,,,,,
48,Alberta,Alberta,2021-03-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-03-13,Pfizer-BioNTech,231712,162191,69521,5.24,3.67,1.57,,,,,
48,Alberta,Alberta,2021-03-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-03-13,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-03-13,Moderna,60390,43352,17038,1.17,0.84,0.33,,,,,
59,British Columbia,Colombie-Britannique,2021-03-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-03-13,Pfizer-BioNTech,262790,192649,70141,5.10,3.74,1.36,,,,,
59,British Columbia,Colombie-Britannique,2021-03-13,Unknown,9,8,1,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-13,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-13,Moderna,19177,8815,10362,45.60,20.96,24.64,,,,,
60,Yukon,Yukon,2021-03-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-13,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-13,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-13,Moderna,19680,7293,12387,43.58,16.15,27.43,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-13,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-13,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-13,Moderna,10276,4238,6038,26.11,10.77,15.34,,,,,
62,Nunavut,Nunavut,2021-03-13,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-13,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-13,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-03-20,COVISHIELD,309988,309987,1,0.82,0.82,0.00,,,,,
1,Canada,Canada,2021-03-20,Moderna,616119,443291,172828,1.62,1.17,0.45,,,,,
1,Canada,Canada,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-03-20,Pfizer-BioNTech,2473853,2016303,457550,6.51,5.31,1.20,,,,,
1,Canada,Canada,2021-03-20,Unknown,2945,2940,5,0.01,0.01,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-20,COVISHIELD,1411,1411,0,0.27,0.27,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-20,Moderna,8524,5743,2781,1.63,1.10,0.53,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-20,Pfizer-BioNTech,28980,22200,6780,5.55,4.25,1.30,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-20,COVISHIELD,921,921,0,0.58,0.58,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-20,Moderna,2303,844,1459,1.44,0.53,0.91,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-20,Pfizer-BioNTech,9771,5615,4156,6.12,3.52,2.60,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-20,COVISHIELD,1035,1035,0,0.11,0.11,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-20,Moderna,6691,2927,3764,0.68,0.30,0.38,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-20,Pfizer-BioNTech,32942,16610,16332,3.36,1.70,1.67,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-20,Unknown,152,148,4,0.02,0.02,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-20,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-20,Moderna,5120,2800,2320,0.66,0.36,0.30,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-20,Pfizer-BioNTech,41813,31969,9844,5.35,4.09,1.26,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-20,Unknown,2677,2677,0,0.34,0.34,0.00,,,,,
24,Quebec,Québec,2021-03-20,COVISHIELD,104150,104150,,1.21,1.21,,,,,,
24,Quebec,Québec,2021-03-20,Moderna,171379,171379,,2.00,2.00,,,,,,
24,Quebec,Québec,2021-03-20,Not reported,0,0,,0.00,0.00,,,,,,
24,Quebec,Québec,2021-03-20,Pfizer-BioNTech,669745,669745,,7.81,7.81,,,,,,
24,Quebec,Québec,2021-03-20,Unknown,108,108,,0.00,0.00,,,,,,
35,Ontario,Ontario,2021-03-20,COVISHIELD,125099,125099,0,0.85,0.85,0.00,,,,,
35,Ontario,Ontario,2021-03-20,Moderna,164999,91059,73940,1.12,0.62,0.50,,,,,
35,Ontario,Ontario,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-03-20,Pfizer-BioNTech,935359,710884,224475,6.35,4.82,1.52,,,,,
35,Ontario,Ontario,2021-03-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-03-20,COVISHIELD,7223,7222,1,0.52,0.52,0.00,,,,,
46,Manitoba,Manitoba,2021-03-20,Moderna,15664,6695,8969,1.14,0.49,0.65,,,,,
46,Manitoba,Manitoba,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-03-20,Pfizer-BioNTech,67691,33253,34438,4.91,2.41,2.50,,,,,
46,Manitoba,Manitoba,2021-03-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-03-20,COVISHIELD,11010,11010,0,0.93,0.93,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-03-20,Moderna,21202,11850,9352,1.80,1.01,0.79,,,,,
47,Saskatchewan,Saskatchewan,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-03-20,Pfizer-BioNTech,68888,47645,21243,5.84,4.04,1.80,,,,,
47,Saskatchewan,Saskatchewan,2021-03-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-03-20,COVISHIELD,48808,48808,0,1.10,1.10,0.00,,,,,
48,Alberta,Alberta,2021-03-20,Moderna,64115,41186,22929,1.45,0.93,0.52,,,,,
48,Alberta,Alberta,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-03-20,Pfizer-BioNTech,275532,205436,70096,6.23,4.65,1.59,,,,,
48,Alberta,Alberta,2021-03-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-03-20,COVISHIELD,10331,10331,0,0.20,0.20,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-03-20,Moderna,100013,82920,17093,1.94,1.61,0.33,,,,,
59,British Columbia,Colombie-Britannique,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-03-20,Pfizer-BioNTech,343132,272946,70186,6.67,5.30,1.36,,,,,
59,British Columbia,Colombie-Britannique,2021-03-20,Unknown,8,7,1,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-20,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-20,Moderna,22144,11669,10475,52.66,27.75,24.91,,,,,
60,Yukon,Yukon,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-20,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-20,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-20,Moderna,22107,8826,13281,48.95,19.54,29.41,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-20,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-20,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-20,Moderna,11858,5393,6465,30.13,13.70,16.43,,,,,
62,Nunavut,Nunavut,2021-03-20,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-20,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-20,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-03-27,COVISHIELD,438922,438922,0,1.15,1.15,0.00,,,,,
1,Canada,Canada,2021-03-27,Moderna,758997,580542,178455,2.00,1.53,0.47,,,,,
1,Canada,Canada,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-03-27,Pfizer-BioNTech,3334260,2844685,489575,8.77,7.48,1.29,,,,,
1,Canada,Canada,2021-03-27,Unknown,993,981,12,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-27,COVISHIELD,4133,4133,0,0.79,0.79,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-27,Moderna,9762,6937,2825,1.87,1.33,0.54,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-27,Pfizer-BioNTech,37349,30527,6822,7.15,5.85,1.31,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-03-27,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-27,COVISHIELD,1680,1680,0,1.05,1.05,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-27,Moderna,3001,1515,1486,1.88,0.95,0.93,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-27,Pfizer-BioNTech,10608,5695,4913,6.65,3.57,3.08,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-03-27,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-27,COVISHIELD,10905,10905,0,1.11,1.11,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-27,Moderna,7898,3747,4151,0.81,0.38,0.42,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-27,Pfizer-BioNTech,45199,25067,20132,4.62,2.56,2.06,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-03-27,Unknown,679,668,11,0.07,0.07,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-27,COVISHIELD,6364,6364,0,0.81,0.81,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-27,Moderna,14386,12048,2338,1.84,1.54,0.30,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-27,Pfizer-BioNTech,59340,49483,9857,7.59,6.33,1.26,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-03-27,Unknown,88,88,0,0.01,0.01,0.00,,,,,
24,Quebec,Québec,2021-03-27,COVISHIELD,111426,111426,,1.30,1.30,,,,,,
24,Quebec,Québec,2021-03-27,Moderna,213579,213579,,2.49,2.49,,,,,,
24,Quebec,Québec,2021-03-27,Not reported,0,0,,0.00,0.00,,,,,,
24,Quebec,Québec,2021-03-27,Pfizer-BioNTech,893576,893576,,10.42,10.42,,,,,,
24,Quebec,Québec,2021-03-27,Unknown,217,217,,0.00,0.00,,,,,,
35,Ontario,Ontario,2021-03-27,COVISHIELD,181557,181557,0,1.23,1.23,0.00,,,,,
35,Ontario,Ontario,2021-03-27,Moderna,212495,137048,75447,1.44,0.93,0.51,,,,,
35,Ontario,Ontario,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-03-27,Pfizer-BioNTech,1278299,1044589,233710,8.68,7.09,1.59,,,,,
35,Ontario,Ontario,2021-03-27,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-03-27,COVISHIELD,14201,14201,0,1.03,1.03,0.00,,,,,
46,Manitoba,Manitoba,2021-03-27,Moderna,20163,10476,9687,1.46,0.76,0.70,,,,,
46,Manitoba,Manitoba,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-03-27,Pfizer-BioNTech,83446,38193,45253,6.05,2.77,3.28,,,,,
46,Manitoba,Manitoba,2021-03-27,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-03-27,COVISHIELD,16405,16405,0,1.39,1.39,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-03-27,Moderna,26172,16262,9910,2.22,1.38,0.84,,,,,
47,Saskatchewan,Saskatchewan,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-03-27,Pfizer-BioNTech,91982,65600,26382,7.80,5.57,2.24,,,,,
47,Saskatchewan,Saskatchewan,2021-03-27,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-03-27,COVISHIELD,57877,57877,0,1.31,1.31,0.00,,,,,
48,Alberta,Alberta,2021-03-27,Moderna,76923,53044,23879,1.74,1.20,0.54,,,,,
48,Alberta,Alberta,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-03-27,Pfizer-BioNTech,369607,297355,72252,8.36,6.72,1.63,,,,,
48,Alberta,Alberta,2021-03-27,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-03-27,COVISHIELD,34374,34374,0,0.67,0.67,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-03-27,Moderna,114734,97550,17184,2.23,1.90,0.33,,,,,
59,British Columbia,Colombie-Britannique,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-03-27,Pfizer-BioNTech,464854,394600,70254,9.03,7.67,1.36,,,,,
59,British Columbia,Colombie-Britannique,2021-03-27,Unknown,9,8,1,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-27,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-27,Moderna,23028,12268,10760,54.76,29.17,25.59,,,,,
60,Yukon,Yukon,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-27,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-03-27,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-27,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-27,Moderna,23715,9784,13931,52.51,21.66,30.85,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-27,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-03-27,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-27,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-27,Moderna,13141,6284,6857,33.39,15.97,17.42,,,,,
62,Nunavut,Nunavut,2021-03-27,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-27,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-03-27,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-04-03,AstraZeneca,6012,6012,0,0.02,0.02,0.00,,,,,
1,Canada,Canada,2021-04-03,COVISHIELD,479055,479053,2,1.26,1.26,0.00,,,,,
1,Canada,Canada,2021-04-03,Moderna,922359,736306,186053,2.43,1.94,0.49,,,,,
1,Canada,Canada,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-04-03,Pfizer-BioNTech,4380458,3850430,530028,11.53,10.13,1.39,,,,,
1,Canada,Canada,2021-04-03,Unknown,651,634,17,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-03,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-03,COVISHIELD,4762,4762,0,0.91,0.91,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-03,Moderna,13674,10848,2826,2.62,2.08,0.54,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-03,Pfizer-BioNTech,60298,53461,6837,11.55,10.24,1.31,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-03,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-03,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-03,COVISHIELD,1728,1728,0,1.08,1.08,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-03,Moderna,3433,1798,1635,2.15,1.13,1.02,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-03,Pfizer-BioNTech,14649,8677,5972,9.18,5.44,3.74,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-03,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-03,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-03,COVISHIELD,12924,12924,0,1.32,1.32,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-03,Moderna,11614,6861,4753,1.19,0.70,0.49,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-03,Pfizer-BioNTech,58972,34210,24762,6.02,3.49,2.53,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-04-03,Unknown,286,270,16,0.03,0.03,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-03,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-03,COVISHIELD,8010,8010,0,1.02,1.02,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-03,Moderna,18931,16581,2350,2.42,2.12,0.30,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-03,Pfizer-BioNTech,83868,73940,9928,10.73,9.46,1.27,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-04-03,Unknown,103,103,0,0.01,0.01,0.00,,,,,
24,Quebec,Québec,2021-04-03,AstraZeneca,0,0,,0.00,0.00,,,,,,
24,Quebec,Québec,2021-04-03,COVISHIELD,111705,111705,,1.30,1.30,,,,,,
24,Quebec,Québec,2021-04-03,Moderna,264168,264168,,3.08,3.08,,,,,,
24,Quebec,Québec,2021-04-03,Not reported,0,0,,0.00,0.00,,,,,,
24,Quebec,Québec,2021-04-03,Pfizer-BioNTech,1148237,1148237,,13.39,13.39,,,,,,
24,Quebec,Québec,2021-04-03,Unknown,253,253,,0.00,0.00,,,,,,
35,Ontario,Ontario,2021-04-03,AstraZeneca,2867,2867,0,0.02,0.02,0.00,,,,,
35,Ontario,Ontario,2021-04-03,COVISHIELD,196790,196788,2,1.34,1.34,0.00,,,,,
35,Ontario,Ontario,2021-04-03,Moderna,271843,194877,76966,1.85,1.32,0.52,,,,,
35,Ontario,Ontario,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-04-03,Pfizer-BioNTech,1700073,1455223,244850,11.54,9.88,1.66,,,,,
35,Ontario,Ontario,2021-04-03,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-03,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-03,COVISHIELD,16602,16602,0,1.20,1.20,0.00,,,,,
46,Manitoba,Manitoba,2021-04-03,Moderna,27443,16760,10683,1.99,1.22,0.77,,,,,
46,Manitoba,Manitoba,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-04-03,Pfizer-BioNTech,103781,52953,50828,7.52,3.84,3.69,,,,,
46,Manitoba,Manitoba,2021-04-03,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-03,AstraZeneca,3130,3130,0,0.27,0.27,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-03,COVISHIELD,16542,16542,0,1.40,1.40,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-03,Moderna,36212,26104,10108,3.07,2.21,0.86,,,,,
47,Saskatchewan,Saskatchewan,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-04-03,Pfizer-BioNTech,126532,97482,29050,10.74,8.27,2.46,,,,,
47,Saskatchewan,Saskatchewan,2021-04-03,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-04-03,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-04-03,COVISHIELD,57934,57934,0,1.31,1.31,0.00,,,,,
48,Alberta,Alberta,2021-04-03,Moderna,81229,56699,24530,1.84,1.28,0.55,,,,,
48,Alberta,Alberta,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-04-03,Pfizer-BioNTech,461431,373975,87456,10.44,8.46,1.98,,,,,
48,Alberta,Alberta,2021-04-03,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-03,AstraZeneca,15,15,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-03,COVISHIELD,52058,52058,0,1.01,1.01,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-03,Moderna,132886,115625,17261,2.58,2.25,0.34,,,,,
59,British Columbia,Colombie-Britannique,2021-04-03,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-04-03,Pfizer-BioNTech,622617,552272,70345,12.10,10.73,1.37,,,,,
59,British Columbia,Colombie-Britannique,2021-04-03,Unknown,9,8,1,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-03,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-04-03,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
